dnaSampleID
TALL_001-M-20240619-comp-DNA1
TALL_003-M-20240618-comp-DNA1
TALL_004-M-20240618-comp-DNA1
TALL_006-M-20240619-comp-DNA1
TALL_007-M-20240619-comp-DNA1
TALL_044-M-20240619-comp-DNA1
TALL_047-M-20240619-comp-DNA1
TALL_051-M-20240617-comp-DNA1
TALL_054-M-20240617-comp-DNA1
HARV_001-O-20240708-comp-DNA1
HARV_002-O-20240710-comp-DNA1
HARV_004-M-20240709-comp-DNA1
HARV_004-O-20240709-comp-DNA1
HARV_005-O-20240710-comp-DNA1
HARV_013-O-20240708-comp-DNA1
HARV_021-M-20240709-comp-DNA1
HARV_021-O-20240709-comp-DNA1
HARV_033-M-20240701-comp-DNA1
HARV_033-O-20240701-comp-DNA1
HARV_034-M-20240701-comp-DNA1
HARV_034-O-20240701-comp-DNA1
HARV_035-O-20240702-comp-DNA1
HARV_037-M-20240701-comp-DNA1
HARV_037-O-20240701-comp-DNA1
WREF_001-O-20240723-comp-DNA1
WREF_004-O-20240722-comp-DNA1
WREF_005-O-20240723-comp-DNA1
WREF_007-O-20240723-comp-DNA1
WREF_008-O-20240724-comp-DNA1
WREF_070-O-20240724-comp-DNA1
WREF_073-M-20240723-comp-DNA1
WREF_073-O-20240723-comp-DNA1
CPER_001-M-20240701-comp-DNA1
CPER_002-M-20240701-comp-DNA1
CPER_003-M-20240701-comp-DNA1
CPER_004-M-20240701-comp-DNA1
CPER_005-M-20240703-comp-DNA1
CPER_006-M-20240703-comp-DNA1
CPER_045-M-20240701-comp-DNA1
CPER_046-M-20240701-comp-DNA1
CPER_047-M-20240701-comp-DNA1
CPER_048-M-20240701-comp-DNA1
NIWO_001-M-20240722-comp-DNA1
NIWO_001-O-20240722-comp-DNA1
NIWO_002-M-20240722-comp-DNA1
NIWO_002-O-20240722-comp-DNA1
NIWO_003-M-20240722-comp-DNA1
NIWO_004-M-20240722-comp-DNA1
NIWO_004-O-20240722-comp-DNA1
NIWO_005-M-20240722-comp-DNA1
NIWO_005-O-20240722-comp-DNA1
NIWO_006-M-20240722-comp-DNA1
NIWO_040-M-20240724-comp-DNA1
NIWO_040-O-20240724-comp-DNA1
NIWO_041-M-20240724-comp-DNA1
NIWO_041-O-20240724-comp-DNA1
NIWO_042-M-20240724-comp-DNA1
NIWO_043-M-20240724-comp-DNA1
SOAP_002-M-20240523-comp-DNA1
SOAP_003-M-20240520-comp-DNA1
SOAP_004-M-20240521-comp-DNA1
SOAP_006-M-20240523-comp-DNA1
SOAP_007-M-20240522-comp-DNA1
SOAP_025-M-20240522-comp-DNA1
SOAP_031-M-20240520-comp-DNA1
SOAP_043-M-20240523-comp-DNA1
SOAP_045-M-20240521-comp-DNA1
UNDE_001-M-20240718-comp-DNA1
UNDE_001-O-20240718-comp-DNA1
UNDE_002-O-20240718-comp-DNA1
UNDE_003-O-20240718-comp-DNA1
UNDE_003-M-20240718-comp-DNA1
UNDE_006-M-20240716-comp-DNA1
UNDE_008-M-20240716-comp-DNA1
UNDE_010-O-20240718-comp-DNA1
UNDE_037-M-20240716-comp-DNA1
UNDE_037-O-20240716-comp-DNA1
UNDE_038-M-20240716-comp-DNA1
UNDE_038-O-20240716-comp-DNA1
UNDE_043-M-20240718-comp-DNA1
UNDE_044-M-20240716-comp-DNA1
UNDE_044-O-20240716-comp-DNA1
YELL_002-M-20240805-comp-DNA1
YELL_003-M-20240806-comp-DNA1
YELL_005-M-20240806-comp-DNA1
YELL_009-M-20240806-comp-DNA1
YELL_012-M-20240806-comp-DNA1
YELL_016-M-20240806-comp-DNA1
YELL_046-M-20240805-comp-DNA1
YELL_048-M-20240805-comp-DNA1
YELL_048-O-20240805-comp-DNA1
YELL_051-M-20240805-comp-DNA1
YELL_052-M-20240806-comp-DNA1
ORNL_001-M-20240624-comp-DNA1
ORNL_002-M-20240624-comp-DNA1
ORNL_003-M-20240624-comp-DNA1
ORNL_004-M-20240625-comp-DNA1
ORNL_006-M-20240625-comp-DNA1
ORNL_027-M-20240625-comp-DNA1
ORNL_043-M-20240626-comp-DNA1
ORNL_046-M-20240626-comp-DNA1
ORNL_049-M-20240626-comp-DNA1
ORNL_053-M-20240626-comp-DNA1
TOOL_001-M-20240718-comp-DNA1
TOOL_001-O-20240718-comp-DNA1
TOOL_002-O-20240718-comp-DNA1
TOOL_003-M-20240719-comp-DNA1
TOOL_003-O-20240719-comp-DNA1
TOOL_004-O-20240719-comp-DNA1
TOOL_005-M-20240718-comp-DNA1
TOOL_005-O-20240718-comp-DNA1
TOOL_006-O-20240718-comp-DNA1
TOOL_041-M-20240717-comp-DNA1
TOOL_041-O-20240717-comp-DNA1
TOOL_042-M-20240717-comp-DNA1
TOOL_042-O-20240717-comp-DNA1
TOOL_043-M-20240717-comp-DNA1
TOOL_043-O-20240717-comp-DNA1
TOOL_044-O-20240717-comp-DNA1
WOOD_001-M-20240702-comp-DNA1
WOOD_002-M-20240702-comp-DNA1
WOOD_003-M-20240702-comp-DNA1
WOOD_004-M-20240702-comp-DNA1
WOOD_005-M-20240703-comp-DNA1
WOOD_024-M-20240703-comp-DNA1
WOOD_042-M-20240702-comp-DNA1
WOOD_043-M-20240702-comp-DNA1
WOOD_045-M-20240702-comp-DNA1
KONZ_001-M-20240723-comp-DNA1
KONZ_002-M-20240723-comp-DNA1
KONZ_003-M-20240724-comp-DNA1
KONZ_004-M-20240723-comp-DNA1
KONZ_005-M-20240724-comp-DNA1
KONZ_042-M-20240722-comp-DNA1
KONZ_043-M-20240722-comp-DNA1
KONZ_045-M-20240722-comp-DNA1
KONZ_046-M-20240722-comp-DNA1
SRER_001-M-20240820-comp-DNA1
SRER_002-M-20240820-comp-DNA1
SRER_004-M-20240820-comp-DNA1
SRER_005-M-20240820-comp-DNA1
SRER_006-M-20240819-comp-DNA1
SRER_053-M-20240819-comp-DNA1
GUAN_001-M-20240903-comp-DNA1
GUAN_002-M-20240903-comp-DNA1
GUAN_003-M-20240829-comp-DNA1
GUAN_004-M-20240904-comp-DNA1
GUAN_006-M-20240904-comp-DNA1
GUAN_007-M-20240905-comp-DNA1
GUAN_042-M-20240902-comp-DNA1
GUAN_043-M-20240829-comp-DNA1
GUAN_048-M-20240903-comp-DNA1
GUAN_049-M-20240903-comp-DNA1
OSBS_001-M-20240710-comp-DNA1
OSBS_001-O-20240710-comp-DNA1
OSBS_002-M-20240710-comp-DNA1
OSBS_003-M-20240710-comp-DNA1
OSBS_004-M-20240710-comp-DNA1
OSBS_005-O-20240710-comp-DNA1
OSBS_026-M-20240708-comp-DNA1
OSBS_027-M-20240708-comp-DNA1
OSBS_063-M-20240710-comp-DNA1
JERC_001-M-20240717-comp-DNA1
JERC_002-M-20240716-comp-DNA1
JERC_004-M-20240716-comp-DNA1
JERC_005-M-20240716-comp-DNA1
JERC_006-M-20240716-comp-DNA1
JERC_007-M-20240717-comp-DNA1
JERC_047-M-20240715-comp-DNA1
JERC_048-M-20240715-comp-DNA1
JERC_049-M-20240716-comp-DNA1
JERC_050-M-20240716-comp-DNA1
BONA_009-O-20240712-comp-DNA2
TALL_002-M-20240618-comp-DNA2
TALL_001-M-20240619-comp-DNA2
