uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,processedDate,sampleID,sampleCode,pHSampleID,samplingProtocolVersion,horizon,soilInWaterpH,soilInCaClpH,pHSoilInWaterMass,pHWaterVol,waterpHRatio,pHSoilInCaClMass,pHCaClVol,caclpHRatio,pHRemarks,pHMeasuredBy,pHDataQF,publicationDate,release
48077333-5f85-4a7c-a1ff-b70f840e4c18,D01,HARV,HARV_033,HARV_033.basePlot.bgc,2022-07-05T15:45:00Z,2022-07-05T15:45:00Z,2022-08-08,HARV_033-O-41-20220705,A00000153384,HARV_033-O-41-20220705-PH,NEON.DOC.014048vO,O,3.76,3.13,2.5,20,7.9,2.5,40,15.7,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
f44d0580-1b38-49ed-be14-86aa97500c50,D01,HARV,HARV_033,HARV_033.basePlot.bgc,2022-07-05T16:16:00Z,2022-07-05T16:16:00Z,2022-08-08,HARV_033-O-21-20220705,A00000153383,HARV_033-O-21-20220705-PH,NEON.DOC.014048vO,O,3.73,3.21,2.6,20,7.8,2.6,40,15.6,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
c8d2b41d-c375-4ef7-b5ef-a99a8372c45c,D01,HARV,HARV_034,HARV_034.basePlot.bgc,2022-07-05T17:22:00Z,2022-07-05T17:22:00Z,2022-08-08,HARV_034-O-39-20220705,A00000153421,HARV_034-O-39-20220705-PH,NEON.DOC.014048vO,O,3.61,2.93,2.5,20,7.9,2.5,40,15.9,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
79c99f0d-94e7-408e-bfb7-c0f619900da9,D01,HARV,HARV_034,HARV_034.basePlot.bgc,2022-07-05T18:00:00Z,2022-07-05T18:00:00Z,2022-08-08,HARV_034-O-41-20220705,A00000153386,HARV_034-O-41-20220705-PH,NEON.DOC.014048vO,O,3.33,2.71,2.6,20,7.8,2.6,40,15.6,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
4f0be36b-1b3d-43ef-8b47-aa6aa3d93d28,D01,HARV,HARV_034,HARV_034.basePlot.bgc,2022-07-05T18:28:00Z,2022-07-05T18:28:00Z,2022-08-08,HARV_034-O-21-20220705,A00000153387,HARV_034-O-21-20220705-PH,NEON.DOC.014048vO,O,3.59,2.94,2.5,20,8,2.5,40,16,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
2348943f-40b1-402a-a268-a48a0b9a84c3,D01,HARV,HARV_037,HARV_037.basePlot.bgc,2022-07-05T19:09:00Z,2022-07-05T19:09:00Z,2022-08-08,HARV_037-O-21-20220705,A00000153440,HARV_037-O-21-20220705-PH,NEON.DOC.014048vO,O,3.69,3.12,2.5,20,7.9,2.5,40,15.9,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
8e5d7156-5c28-403f-9b4b-9da45d4e1d0f,D01,HARV,HARV_037,HARV_037.basePlot.bgc,2022-07-05T19:33:00Z,2022-07-05T19:33:00Z,2022-08-08,HARV_037-O-23-20220705,A00000153441,HARV_037-O-23-20220705-PH,NEON.DOC.014048vO,O,3.57,2.99,2.5,20,7.9,2.5,40,15.7,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
1c60391d-91c4-47c2-881f-c4b632498104,D01,HARV,HARV_037,HARV_037.basePlot.bgc,2022-07-05T19:59:00Z,2022-07-05T19:59:00Z,2022-08-08,HARV_037-O-41-20220705,A00000153442,HARV_037-O-41-20220705-PH,NEON.DOC.014048vO,O,3.51,3.1,2.5,20,8,2.5,40,15.9,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
9bcd39e9-88cb-4427-84a0-aea14d3cf4ad,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2022-07-06T17:29:00Z,2022-07-06T17:29:00Z,2022-08-08,HARV_013-O-41-20220706,A00000153425,HARV_013-O-41-20220706-PH,NEON.DOC.014048vO,O,3.92,3.34,2.5,20,7.9,2.5,40,15.9,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
4f671d7d-e235-47cb-af5f-1755595a1a03,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2022-07-06T17:58:00Z,2022-07-06T17:58:00Z,2022-08-08,HARV_013-O-23-20220706,A00000153426,HARV_013-O-23-20220706-PH,NEON.DOC.014048vO,O,4.26,3.75,2.5,20,8,2.5,40,15.9,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
1a819c05-93ca-484a-b9be-dedd5d440e34,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2022-07-06T18:23:00Z,2022-07-06T18:23:00Z,2022-08-08,HARV_013-O-21-20220706,A00000153427,HARV_013-O-21-20220706-PH,NEON.DOC.014048vO,O,3.74,3.2,2.6,20,7.7,2.6,40,15.4,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
cb5508b3-d85a-4b41-b778-fc4296b927f2,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2022-07-06T19:41:00Z,2022-07-06T19:41:00Z,2022-08-08,HARV_004-O-21-20220706,A00000153448,HARV_004-O-21-20220706-PH,NEON.DOC.014048vO,O,3.8,3.16,2.6,20,7.7,2.6,40,15.4,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
1be67fdd-4392-4945-93f4-c0ac9671bc96,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2022-07-06T20:02:00Z,2022-07-06T20:02:00Z,2022-08-08,HARV_004-O-23-20220706,A00000153447,HARV_004-O-23-20220706-PH,NEON.DOC.014048vO,O,4.36,3.76,2.6,20,7.7,2.6,40,15.4,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
3c4a6cdb-5293-4703-865f-8080783d7e5c,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2022-07-06T20:26:00Z,2022-07-06T20:26:00Z,2022-08-08,HARV_004-O-41-20220706,A00000153446,HARV_004-O-41-20220706-PH,NEON.DOC.014048vO,O,4.9,4.04,2.5,20,7.9,2.5,40,15.8,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
f881ff7e-3d61-4a44-b752-5d71f1479c16,D01,HARV,HARV_005,HARV_005.basePlot.bgc,2022-07-07T13:56:00Z,2022-07-07T13:56:00Z,2022-08-08,HARV_005-O-23-20220707,A00000153444,HARV_005-O-23-20220707-PH,NEON.DOC.014048vO,O,4.62,3.69,2.5,20,7.9,2.5,40,15.8,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
a8dd08ad-fc6b-493f-bba0-4a564c8f81f3,D01,HARV,HARV_005,HARV_005.basePlot.bgc,2022-07-07T14:26:00Z,2022-07-07T14:26:00Z,2022-08-08,HARV_005-O-41-20220707,A00000153445,HARV_005-O-41-20220707-PH,NEON.DOC.014048vO,O,3.65,3.28,2.5,20,8,2.5,40,16,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
4016ffc8-a9f3-44e8-a1b0-93bffad4d03b,D01,HARV,HARV_005,HARV_005.basePlot.bgc,2022-07-07T14:48:00Z,2022-07-07T14:48:00Z,2022-08-08,HARV_005-O-39-20220707,A00000153443,HARV_005-O-39-20220707-PH,NEON.DOC.014048vO,O,4.29,3.6,2.6,20,7.7,2.6,40,15.4,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
971c1d54-639e-47c7-ab6e-c5ec8f7979a8,D01,HARV,HARV_002,HARV_002.basePlot.bgc,2022-07-07T16:58:00Z,2022-07-07T16:58:00Z,2022-08-08,HARV_002-O-39-20220707,A00000153437,HARV_002-O-39-20220707-PH,NEON.DOC.014048vO,O,4.05,3.26,2.6,20,7.7,2.6,40,15.4,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
9c36923d-7d9c-491d-80ba-77912ed22e71,D01,HARV,HARV_002,HARV_002.basePlot.bgc,2022-07-07T17:17:00Z,2022-07-07T17:17:00Z,2022-08-08,HARV_002-O-41-20220707,A00000153438,HARV_002-O-41-20220707-PH,NEON.DOC.014048vO,O,3.61,3.11,2.5,20,7.9,2.5,40,15.8,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
1f868dc6-5448-47ed-8541-1ffab015dfcf,D01,HARV,HARV_002,HARV_002.basePlot.bgc,2022-07-07T17:36:00Z,2022-07-07T17:36:00Z,2022-08-08,HARV_002-O-23-20220707,A00000153439,HARV_002-O-23-20220707-PH,NEON.DOC.014048vO,O,4.48,3.83,2.5,20,7.9,2.5,40,15.8,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
fee69a44-7f34-42dd-9aea-82ff17b71472,D01,HARV,HARV_021,HARV_021.basePlot.bgc,2022-07-07T18:27:00Z,2022-07-07T18:27:00Z,2022-08-08,HARV_021-O-39-20220707,A00000153462,HARV_021-O-39-20220707-PH,NEON.DOC.014048vO,O,3.79,3.14,2.6,20,7.8,2.6,40,15.7,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
d23a6afd-b1ee-4684-9568-4327410d053b,D01,HARV,HARV_021,HARV_021.basePlot.bgc,2022-07-07T18:43:00Z,2022-07-07T18:43:00Z,2022-08-08,HARV_021-O-21-20220707,A00000153464,HARV_021-O-21-20220707-PH,NEON.DOC.014048vO,O,3.35,2.8,2.6,20,7.8,2.6,40,15.6,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
33a656c3-2d56-4a09-8308-b96ec1f44c3c,D01,HARV,HARV_021,HARV_021.basePlot.bgc,2022-07-07T19:07:00Z,2022-07-07T19:07:00Z,2022-08-08,HARV_021-O-23-20220707,A00000153463,HARV_021-O-23-20220707-PH,NEON.DOC.014048vO,O,3.3,2.75,2.6,20,7.8,2.6,40,15.6,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
fe8d9375-af2d-4d1d-b679-b71af99b6b57,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2022-07-08T17:07:00Z,2022-07-08T17:07:00Z,2022-08-08,HARV_001-O-41-20220708,A00000158461,HARV_001-O-41-20220708-PH,NEON.DOC.014048vO,O,3.67,3.12,2.6,20,7.8,2.6,40,15.6,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
bab7b3af-f0b2-46e5-9da5-29fad86cc9ff,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2022-07-08T17:21:00Z,2022-07-08T17:21:00Z,2022-08-08,HARV_001-O-39-20220708,A00000158462,HARV_001-O-39-20220708-PH,NEON.DOC.014048vO,O,4.48,3.7,2.6,20,7.8,2.6,40,15.5,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
859d6c17-85c8-4b1e-a137-295d621d1e15,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2022-07-08T17:34:00Z,2022-07-08T17:34:00Z,2022-08-08,HARV_001-O-21-20220708,A00000153450,HARV_001-O-21-20220708-PH,NEON.DOC.014048vO,O,3.8,3.25,2.6,20,7.8,2.6,40,15.6,NA,0000-0003-3463-8507,NA,20251217T193916Z,RELEASE-2026
68a120dd-b5d5-4c31-b3c8-9829842ec40f,D01,HARV,HARV_035,HARV_035.basePlot.bgc,2023-04-17T12:33:00Z,2023-04-17T12:33:00Z,2023-05-05,HARV_035-O-23-20230417,A00000155027,HARV_035-O-23-20230417-PH,NEON.DOC.014048vO,O,3.14,2.62,2.5,20,7.9,2.5,40,15.7,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
018ef4b5-eb0b-4ca8-a611-36f074ff03fd,D01,HARV,HARV_035,HARV_035.basePlot.bgc,2023-04-17T13:05:00Z,2023-04-17T13:05:00Z,2023-05-05,HARV_035-O-21-20230417,A00000155026,HARV_035-O-21-20230417-PH,NEON.DOC.014048vO,O,3.2,2.59,2.6,20,7.8,2.6,40,15.5,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
6fdb2ef4-f310-485b-9d1c-5a88d035c7de,D01,HARV,HARV_035,HARV_035.basePlot.bgc,2023-04-17T13:34:00Z,2023-04-17T13:34:00Z,2023-05-05,HARV_035-O-39-20230417,A00000155028,HARV_035-O-39-20230417-PH,NEON.DOC.014048vO,O,3.26,2.71,2.6,20,7.8,2.6,40,15.6,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
ec4dcc1c-cde2-453f-9046-db57dba281a4,D01,HARV,HARV_037,HARV_037.basePlot.bgc,2023-04-17T14:26:00Z,2023-04-17T14:26:00Z,2023-05-05,HARV_037-O-39-20230417,A00000155023,HARV_037-O-39-20230417-PH,NEON.DOC.014048vO,O,2.99,2.55,2.6,20,7.8,2.6,40,15.7,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
c32cc876-e79f-462d-988e-a96554a7a333,D01,HARV,HARV_037,HARV_037.basePlot.bgc,2023-04-17T14:53:00Z,2023-04-17T14:53:00Z,2023-05-05,HARV_037-O-21-20230417,A00000155025,HARV_037-O-21-20230417-PH,NEON.DOC.014048vO,O,3.36,2.74,2.6,20,7.8,2.6,40,15.6,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
585076d3-9bc4-4026-b01f-8be28fc4cb53,D01,HARV,HARV_037,HARV_037.basePlot.bgc,2023-04-17T15:26:00Z,2023-04-17T15:26:00Z,2023-05-05,HARV_037-O-23-20230417,A00000155024,HARV_037-O-23-20230417-PH,NEON.DOC.014048vO,O,4.39,3.55,2.6,20,7.8,2.6,40,15.6,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
03f24aa7-7e72-4a54-84d3-a05d10bba0ea,D01,HARV,HARV_034,HARV_034.basePlot.bgc,2023-04-17T16:33:00Z,2023-04-17T16:33:00Z,2023-05-05,HARV_034-O-41-20230417,A00000155030,HARV_034-O-41-20230417-PH,NEON.DOC.014048vO,O,3.36,2.6,2.5,20,7.9,2.5,40,15.7,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
fc150a64-0ded-4fde-b526-da638fef62f6,D01,HARV,HARV_034,HARV_034.basePlot.bgc,2023-04-17T17:02:00Z,2023-04-17T17:02:00Z,2023-05-05,HARV_034-O-39-20230417,A00000155029,HARV_034-O-39-20230417-PH,NEON.DOC.014048vO,O,3.43,2.93,2.5,20,7.9,2.5,40,15.9,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
19720411-de47-4fcd-874d-93a1c54c3aef,D01,HARV,HARV_034,HARV_034.basePlot.bgc,2023-04-17T17:33:00Z,2023-04-17T17:33:00Z,2023-05-05,HARV_034-O-21-20230417,A00000155031,HARV_034-O-21-20230417-PH,NEON.DOC.014048vO,O,3.25,2.6,2.5,20,8,2.5,40,15.9,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
18cbedba-2b66-4076-ac06-0a1a03896354,D01,HARV,HARV_033,HARV_033.basePlot.bgc,2023-04-17T18:17:00Z,2023-04-17T18:17:00Z,2023-05-05,HARV_033-O-23-20230417,A00000155034,HARV_033-O-23-20230417-PH,NEON.DOC.014048vO,O,3.21,2.71,2.5,20,7.9,2.5,40,15.7,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
fb62a4f5-20ed-45d0-9f89-36d684fe7725,D01,HARV,HARV_033,HARV_033.basePlot.bgc,2023-04-17T18:41:00Z,2023-04-17T18:41:00Z,2023-05-05,HARV_033-O-21-20230417,A00000155033,HARV_033-O-21-20230417-PH,NEON.DOC.014048vO,O,3.4,2.67,2.5,20,7.9,2.5,40,15.8,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
bc00d0c9-de5a-48c4-af35-8b7ef451c21a,D01,HARV,HARV_033,HARV_033.basePlot.bgc,2023-04-17T19:06:00Z,2023-04-17T19:06:00Z,2023-05-05,HARV_033-O-39-20230417,A00000155032,HARV_033-O-39-20230417-PH,NEON.DOC.014048vO,O,4.11,3.34,2.6,20,7.8,2.6,40,15.6,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
1c287e17-31d3-4703-ad5d-f0e5e80f695d,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2023-04-18T16:47:00Z,2023-04-18T16:47:00Z,2023-05-11,HARV_013-O-39-20230418,A00000155008,HARV_013-O-39-20230418-PH,NEON.DOC.014048vO,O,4.12,3.38,2.6,20,7.8,2.6,40,15.6,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
280763ea-fd00-4034-be5d-3e6b686d4c9e,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2023-04-18T17:04:00Z,2023-04-18T17:04:00Z,2023-05-11,HARV_013-O-41-20230418,A00000155009,HARV_013-O-41-20230418-PH,NEON.DOC.014048vO,O,4.08,3.37,2.5,20,8,2.5,40,16,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
fa4c6a1d-f0e0-4638-b0ff-7f1c31c2ba03,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2023-04-18T17:20:00Z,2023-04-18T17:20:00Z,2023-05-11,HARV_013-O-23-20230418,A00000155010,HARV_013-O-23-20230418-PH,NEON.DOC.014048vO,O,4.53,3.66,2.6,20,7.8,2.6,40,15.7,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
408887ce-e985-4d45-85a4-af77e656f282,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2023-04-18T18:19:00Z,2023-04-18T18:19:00Z,2023-05-11,HARV_004-O-21-20230418,A00000155015,HARV_004-O-21-20230418-PH,NEON.DOC.014048vO,O,4.01,3.3,2.5,20,8,2.5,40,15.9,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
fd89c968-97fe-4be9-a8c3-70b1a2b107d3,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2023-04-18T18:27:00Z,2023-04-18T18:27:00Z,2023-05-11,HARV_004-O-23-20230418,A00000155014,HARV_004-O-23-20230418-PH,NEON.DOC.014048vO,O,4.39,3.59,2.6,20,7.8,2.6,40,15.7,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
512afe93-673e-429a-b2fa-ea3ad15fbd37,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2023-04-18T19:00:00Z,2023-04-18T19:00:00Z,2023-05-11,HARV_004-O-39-20230418,A00000155016,HARV_004-O-39-20230418-PH,NEON.DOC.014048vO,O,4.57,3.74,2.5,20,8,2.5,40,16,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
99e9535a-2d13-41cd-8d6f-4e1741bcc031,D01,HARV,HARV_005,HARV_005.basePlot.bgc,2023-04-19T14:57:00Z,2023-04-19T14:57:00Z,2023-05-11,HARV_005-O-21-20230419,A00000155011,HARV_005-O-21-20230419-PH,NEON.DOC.014048vO,O,3.56,2.97,2.5,20,7.9,2.5,40,15.7,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
4587a691-e0f2-4dc1-be88-ea8870772b60,D01,HARV,HARV_005,HARV_005.basePlot.bgc,2023-04-19T15:24:00Z,2023-04-19T15:24:00Z,2023-05-11,HARV_005-O-23-20230419,A00000155012,HARV_005-O-23-20230419-PH,NEON.DOC.014048vO,O,3.89,3.14,2.5,20,8,2.5,40,15.9,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
00fe1956-7fb8-46bc-a72e-4f54218ca64a,D01,HARV,HARV_005,HARV_005.basePlot.bgc,2023-04-19T15:45:00Z,2023-04-19T15:45:00Z,2023-05-11,HARV_005-O-41-20230419,A00000155013,HARV_005-O-41-20230419-PH,NEON.DOC.014048vO,O,3.64,2.87,2.5,20,7.9,2.5,40,15.7,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
9a2cb7b5-2bf2-4f66-80ee-eeeadf232d7c,D01,HARV,HARV_002,HARV_002.basePlot.bgc,2023-04-19T17:22:00Z,2023-04-19T17:22:00Z,2023-05-11,HARV_002-O-23-20230419,A00000155017,HARV_002-O-23-20230419-PH,NEON.DOC.014048vO,O,4.17,3.31,2.6,20,7.8,2.6,40,15.6,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
c9c0b076-ece1-467e-81a0-8512499a43fa,D01,HARV,HARV_002,HARV_002.basePlot.bgc,2023-04-19T17:53:00Z,2023-04-19T17:53:00Z,2023-05-11,HARV_002-O-41-20230419,A00000155019,HARV_002-O-41-20230419-PH,NEON.DOC.014048vO,O,3.62,2.92,2.6,20,7.8,2.6,40,15.5,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
0e012b6f-66f2-45d7-81f9-6d1e194013c9,D01,HARV,HARV_002,HARV_002.basePlot.bgc,2023-04-19T18:29:00Z,2023-04-19T18:29:00Z,2023-05-11,HARV_002-O-39-20230419,A00000155018,HARV_002-O-39-20230419-PH,NEON.DOC.014048vO,O,4.13,3.42,2.5,20,8,2.5,40,15.9,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
a6645ac4-f056-4791-8a8b-dc435fbd80fb,D01,HARV,HARV_021,HARV_021.basePlot.bgc,2023-04-20T14:38:00Z,2023-04-20T14:38:00Z,2023-05-05,HARV_021-O-23-20230420,A00000155007,HARV_021-O-23-20230420-PH,NEON.DOC.014048vO,O,3.31,2.63,2.6,20,7.8,2.6,40,15.5,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
c9497ca3-7fa0-4f9c-b3a0-4ae31cdf40c6,D01,HARV,HARV_021,HARV_021.basePlot.bgc,2023-04-20T15:41:00Z,2023-04-20T15:41:00Z,2023-05-05,HARV_021-O-41-20230420,A00000155035,HARV_021-O-41-20230420-PH,NEON.DOC.014048vO,O,3.14,2.43,2.5,20,7.9,2.5,40,15.8,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
8b822b93-eee9-4328-b762-754f32eab3bf,D01,HARV,HARV_021,HARV_021.basePlot.bgc,2023-04-20T16:07:00Z,2023-04-20T16:07:00Z,2023-05-05,HARV_021-O-39-20230420,A00000155036,HARV_021-O-39-20230420-PH,NEON.DOC.014048vO,O,4.2,3.49,2.6,20,7.8,2.6,40,15.6,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
004f59ba-7c98-4694-ac21-daf409cc858d,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2023-04-25T15:06:00Z,2023-04-25T15:06:00Z,2023-05-11,HARV_001-O-41-20230425,A00000066932,HARV_001-O-41-20230425-PH,NEON.DOC.014048vO,O,3.88,3.12,2.6,20,7.8,2.6,40,15.6,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
ca479206-31d1-4165-a794-7cec204dd97e,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2023-04-25T15:29:00Z,2023-04-25T15:29:00Z,2023-05-11,HARV_001-O-39-20230425,A00000155020,HARV_001-O-39-20230425-PH,NEON.DOC.014048vO,O,4.32,3.52,2.5,20,7.9,2.5,40,15.8,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
833b135e-e652-4f7f-ad55-c97fbbf4a325,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2023-04-25T15:52:00Z,2023-04-25T15:52:00Z,2023-05-11,HARV_001-O-21-20230425,A00000066933,HARV_001-O-21-20230425-PH,NEON.DOC.014048vO,O,5.15,4.14,2.5,20,7.9,2.5,40,15.8,NA,0000-0003-3463-8507,NA,20251217T194029Z,RELEASE-2026
4523f85b-d683-4375-803c-040df685d857,D01,HARV,HARV_034,HARV_034.basePlot.bgc,2023-10-09T13:22:00Z,2023-10-09T13:22:00Z,2023-10-25,HARV_034-O-39-20231009,A00000155185,HARV_034-O-39-20231009-PH,NEON.DOC.014048vO,O,3.25,2.62,2.6,20,7.8,2.6,40,15.6,NA,0000-0003-3463-8507,NA,20251217T193609Z,RELEASE-2026
d9d94111-ef28-4153-a163-6de526612330,D01,HARV,HARV_034,HARV_034.basePlot.bgc,2023-10-09T13:55:00Z,2023-10-09T13:55:00Z,2023-10-20,HARV_034-O-41-20231009,A00000155122,HARV_034-O-41-20231009-PH,NEON.DOC.014048vO,O,3.45,2.83,2.5,20,8,2.5,40,15.9,NA,0000-0003-3463-8507,NA,20251217T193609Z,RELEASE-2026
e3aab786-2535-453c-bf08-2bebe6251e61,D01,HARV,HARV_034,HARV_034.basePlot.bgc,2023-10-09T14:19:00Z,2023-10-09T14:19:00Z,2023-10-25,HARV_034-O-23-20231009,A00000155169,HARV_034-O-23-20231009-PH,NEON.DOC.014048vO,O,3.14,2.6,2.6,20,7.8,2.6,40,15.6,NA,0000-0003-3463-8507,NA,20251217T193609Z,RELEASE-2026
679579f6-ae34-4b99-8905-1e3629ae273d,D01,HARV,HARV_037,HARV_037.basePlot.bgc,2023-10-09T14:56:00Z,2023-10-09T14:56:00Z,2023-10-25,HARV_037-O-21-20231009,A00000155123,HARV_037-O-21-20231009-PH,NEON.DOC.014048vO,O,3.7,3.02,2.6,20,7.8,2.6,40,15.7,NA,0000-0003-3463-8507,NA,20251217T193609Z,RELEASE-2026
2410b978-2aff-4581-afff-17479d406823,D01,HARV,HARV_037,HARV_037.basePlot.bgc,2023-10-09T15:28:00Z,2023-10-09T15:28:00Z,2023-10-25,HARV_037-O-41-20231009,A00000155186,HARV_037-O-41-20231009-PH,NEON.DOC.014048vO,O,3.34,2.77,2.5,20,8,2.5,40,16,NA,0000-0003-3463-8507,NA,20251217T193609Z,RELEASE-2026
39bf00cb-9ea8-45ee-97e4-2b7d38b03869,D01,HARV,HARV_037,HARV_037.basePlot.bgc,2023-10-09T15:50:00Z,2023-10-09T15:50:00Z,2023-10-25,HARV_037-O-39-20231009,A00000155139,HARV_037-O-39-20231009-PH,NEON.DOC.014048vO,O,3.62,2.88,2.5,20,7.9,2.5,40,15.9,NA,0000-0003-3463-8507,NA,20251217T193609Z,RELEASE-2026
51b39fbe-2d05-49d9-970a-d82d928733be,D01,HARV,HARV_033,HARV_033.basePlot.bgc,2023-10-09T17:09:00Z,2023-10-09T17:09:00Z,2023-10-20,HARV_033-O-39-20231009,A00000155154,HARV_033-O-39-20231009-PH,NEON.DOC.014048vO,O,4.05,3.15,2.5,20,7.9,2.5,40,15.8,NA,0000-0003-3463-8507,NA,20251217T193609Z,RELEASE-2026
d11259c3-be29-4a00-9cfb-2d0a3b9c3e7f,D01,HARV,HARV_033,HARV_033.basePlot.bgc,2023-10-09T17:31:00Z,2023-10-09T17:31:00Z,2023-10-25,HARV_033-O-41-20231009,A00000155121,HARV_033-O-41-20231009-PH,NEON.DOC.014048vO,O,3.87,3.14,2.6,20,7.8,2.6,40,15.5,NA,0000-0003-3463-8507,NA,20251217T193609Z,RELEASE-2026
126f7cc1-4b58-48ef-9d07-57c915167398,D01,HARV,HARV_033,HARV_033.basePlot.bgc,2023-10-09T17:47:00Z,2023-10-09T17:47:00Z,2023-10-27,HARV_033-O-23-20231009,A00000155153,HARV_033-O-23-20231009-PH,NEON.DOC.014048vO,O,3.94,3.39,2.6,20,7.8,2.6,40,15.5,NA,0000-0003-3463-8507,NA,20251217T193609Z,RELEASE-2026
01256d1e-7cae-44f6-b124-ef4c2e0f1193,D01,HARV,HARV_035,HARV_035.basePlot.bgc,2023-10-09T18:19:00Z,2023-10-09T18:19:00Z,2023-10-20,HARV_035-O-23-20231009,A00000155170,HARV_035-O-23-20231009-PH,NEON.DOC.014048vO,O,3.36,2.79,2.5,20,7.9,2.5,40,15.8,NA,0000-0003-3463-8507,NA,20251217T193609Z,RELEASE-2026
