dnaSampleID
BONA_001-O-20230710-comp
BONA_002-O-20230711-comp
BONA_004-O-20230712-comp
BONA_006-O-20230710-comp
BONA_009-O-20230711-comp
BONA_013-O-20230710-comp
BONA_070-O-20230712-comp
BONA_071-O-20230711-comp
BONA_080-O-20230713-comp
BONA_084-O-20230713-comp
CLBJ_001-M-20230508-comp-DNA1
CLBJ_002-M-20230509-comp-DNA1
CLBJ_003-M-20230509-comp-DNA1
CLBJ_006-M-20230509-comp-DNA1
CLBJ_032-M-20230510-comp-DNA1
CLBJ_033-M-20230510-comp-DNA1
CLBJ_035-M-20230517-comp-DNA1
CLBJ_038-M-20230510-comp-DNA1
CLBJ_040-M-20230509-comp-DNA1
CPER_001-M-20230626-comp-DNA1
CPER_002-M-20230628-comp
CPER_003-M-20230628-comp
CPER_004-M-20230626-comp
CPER_005-M-20230626-comp
CPER_006-M-20230628-comp
CPER_045-M-20230628-comp
CPER_046-M-20230626-comp
CPER_047-M-20230626-comp
CPER_048-M-20230626-comp
DCFS_003-M-20230802-comp
DCFS_004-M-20230801-comp
DCFS_006-M-20230801-comp
DCFS_007-M-20230726-comp
DCFS_008-M-20230726-comp
DCFS_009-M-20230801-comp
DCFS_062-M-20230725-comp
DCFS_062-O-20230725-comp
DCFS_063-M-20230725-comp
DCFS_063-O-20230725-comp
DCFS_065-M-20230725-comp
DCFS_067-M-20230725-comp
DEJU_001-M-20230628-comp
DEJU_002-M-20230629-comp
DEJU_002-O-20230629-comp
DEJU_006-M-20230628-comp
DEJU_006-O-20230628-comp
DEJU_009-M-20230628-comp
DEJU_009-O-20230628-comp
DEJU_014-M-20230628-comp
DEJU_014-O-20230628-comp
DEJU_015-M-20230629-comp
DEJU_015-O-20230629-comp
DEJU_045-M-20230626-comp
DEJU_045-O-20230626-comp
DEJU_046-M-20230626-comp
DEJU_046-O-20230626-comp
DEJU_047-M-20230626-comp
DEJU_047-O-20230626-comp
DEJU_048-M-20230626-comp
DEJU_048-O-20230626-comp
DSNY_003-M-20230913-comp-DNA1
DSNY_004-M-20230912-comp-DNA1
DSNY_009-M-20230913-comp-DNA1
DSNY_041-M-20230912-comp-DNA1
DSNY_042-M-20230912-comp-DNA1
DSNY_043-M-20230912-comp-DNA1
DSNY_044-M-20230912-comp-DNA1
GUAN_001-M-20230831-comp-DNA1
GUAN_002-M-20230831-comp-DNA1
GUAN_003-M-20230831-comp-DNA1
GUAN_004-M-20230905-comp-DNA1
GUAN_006-M-20230906-comp-DNA1
GUAN_007-M-20230831-comp-DNA1
GUAN_042-M-20230905-comp-DNA1
GUAN_043-M-20230904-comp-DNA1
GUAN_048-M-20230906-comp-DNA1
GUAN_049-M-20230906-comp-DNA1
HARV_001-O-20230705-comp
HARV_002-O-20230706-comp
HARV_004-O-20230705-comp
HARV_005-O-20230710-comp
HARV_013-O-20230704-comp
HARV_021-O-20230706-comp
HARV_033-O-20230703-comp
HARV_034-O-20230703-comp
HARV_035-O-20230704-comp
HARV_037-O-20230704-comp
KONZ_001-M-20230802-comp-DNA1
KONZ_003-M-20230803-comp-DNA1
